2.138358763204263546e+00,2.054410181585589967e+00,2.156197819660038206e+00,2.128473853626901224e+00,2.107238836172753871e+00,2.159911756580012110e+00,2.049608779078319731e+00,2.147465387250275359e+00,2.120391721804535834e+00
2.468391343295378793e+00,2.485650745773683390e+00,2.480392378165991119e+00,2.510636364332301085e+00,2.426158601043943541e+00,2.485054950477778135e+00,2.501396801679297344e+00,2.605403319951629548e+00,2.566421197644653152e+00
2.847325633895310570e+00,2.956654703353671199e+00,2.985687669308253245e+00,2.798202599383769584e+00,2.884429276273306808e+00,2.863662121192344312e+00,2.740926341823600954e+00,2.878413394747098231e+00,2.859378808217666101e+00
3.058417936266127235e+00,3.125038744889534481e+00,3.105046484892677761e+00,3.047520457612180600e+00,3.157452149846220024e+00,3.007084134062995684e+00,3.203220101261696762e+00,3.063238305459571098e+00,3.005352785112683112e+00
2.857392299135492753e+00,2.904813621127074086e+00,2.841668276557297812e+00,3.054244089530447237e+00,3.051434334240648916e+00,2.845559197960894515e+00,2.974628294002494400e+00,3.077839102889330380e+00,2.935172379428919065e+00
2.661796536458062246e+00,2.636914710200197742e+00,2.736379571442509651e+00,2.675997923792795774e+00,2.635640485068855732e+00,2.714731699996681069e+00,2.647550691921843224e+00,2.649932216186368983e+00,2.703885534786922396e+00
4.412111486189233212e+00,4.641938559394703567e+00,4.403360227715883646e+00,4.365860375092678325e+00,4.441829369201641953e+00,4.521853333062968439e+00,4.431410883668474909e+00,4.557798034870351955e+00,4.530364646277236673e+00
5.645339905509090705e+00,5.875129196001909193e+00,5.880179785889026789e+00,5.680172585185061962e+00,5.856788530683452620e+00,5.918871022432273143e+00,5.810557787847206335e+00,5.946468569047230091e+00,5.830113910379828290e+00
6.382894366976303857e+00,6.750048526196431808e+00,6.862054737558492157e+00,6.101004111662933660e+00,6.908017997032288804e+00,6.903215842573000138e+00,6.338750652564934640e+00,6.971315086908812297e+00,6.748612028007433317e+00
5.948954640124360260e+00,6.675463696571798167e+00,7.035265831501845923e+00,6.396938906811535652e+00,6.708117519941003692e+00,6.931157508024547553e+00,6.260302987743164849e+00,6.724744530732448489e+00,6.953702975028851263e+00
