4.324756107293550755e+00,4.329471802567939953e+00,4.246681961641225023e+00,4.313905615609704647e+00,4.395150075600543715e+00,4.270412696447253964e+00,4.292191659496683798e+00,4.299246714539285641e+00,4.353469825506985913e+00
7.506807719029841230e+00,7.379937915159688444e+00,7.547595244584532459e+00,7.417118347464823458e+00,7.408811038961307993e+00,7.652747943133284991e+00,7.450683859235681439e+00,7.460094418271897787e+00,7.282456180434389914e+00
1.105104057037408793e+01,1.147967693540769929e+01,1.123919759589407974e+01,1.108414533922350209e+01,1.102660544650911767e+01,1.099908783418270097e+01,1.112546443680934871e+01,1.123150627713282290e+01,1.110132614902074444e+01
1.395009258576250488e+01,1.390364776806419478e+01,1.396117348197730834e+01,1.418812549132245593e+01,1.423040759583363979e+01,1.420521072796156581e+01,1.435142484913192185e+01,1.399895494545451768e+01,1.403824441841291204e+01
1.694419088037581034e+01,1.691329434060855164e+01,1.701029067854452848e+01,1.703127193981175225e+01,1.691991493448593786e+01,1.676606634078850533e+01,1.687397375338616001e+01,1.685172092218538609e+01,1.688201092618961496e+01
5.009888440986372871e+00,5.101283566895103760e+00,5.038581059628891801e+00,4.951370571565778533e+00,5.002804254757313274e+00,5.077305447002059324e+00,5.020526624329397336e+00,5.036595736059507722e+00,5.136080825321090337e+00
9.259748748863920298e+00,9.393464571829586163e+00,9.461122794304353434e+00,9.340389175597129778e+00,9.663653837985057393e+00,9.385933552169865024e+00,9.444726259018533909e+00,9.525806549216257579e+00,9.151552000562498179e+00
1.377343714995225277e+01,1.402820537900377396e+01,1.365733772584791517e+01,1.376536817573158444e+01,1.375013035160529284e+01,1.365073430540815913e+01,1.358066165133878123e+01,1.407640102505051871e+01,1.365749463138472741e+01
1.677022025773270997e+01,1.759737307574075160e+01,1.725899833788756155e+01,1.668458766387398029e+01,1.694918638981917880e+01,1.718655295727162269e+01,1.688705823785061355e+01,1.727673181130462510e+01,1.673861395981390388e+01
1.974494162555547661e+01,2.013586743635951848e+01,2.004551831129629491e+01,1.987320241724455627e+01,2.015227290258358650e+01,2.033967584577174037e+01,2.006747504257096537e+01,2.022764947639367961e+01,1.985634052830780760e+01
