1.642438363171051963e+00,1.634318767018587026e+00,1.600304552076095677e+00,1.630507270773261963e+00,1.592666405678323072e+00,1.637575842530566206e+00,1.646934680494438918e+00,1.597143503490185079e+00,1.641358029567532295e+00
1.618788208004861007e+00,1.589948729867295407e+00,1.587659800956405132e+00,1.579663131424807743e+00,1.566559687552499192e+00,1.615505629565489487e+00,1.597316679775997006e+00,1.559967055551290560e+00,1.643840327698096404e+00
1.736899802167718665e+00,1.791162226385087042e+00,1.816292402376898041e+00,1.703700668569848364e+00,1.796057719140828679e+00,1.875429179991951134e+00,1.806769977034920149e+00,1.721855480827598317e+00,1.725147164622863771e+00
1.948701782068995580e+00,1.969246178929661806e+00,2.215936475602138689e+00,2.052592665177356057e+00,1.917404857003368379e+00,2.135642454819637770e+00,2.107386583855027862e+00,2.022111444428516869e+00,2.021879131690387688e+00
2.035718532952515591e+00,2.059492078678609950e+00,2.040790061812491452e+00,1.953526884660648832e+00,2.074957226693086021e+00,1.951680063986273250e+00,2.011139404565418509e+00,1.990743478648652198e+00,2.076301462968712208e+00
1.974850841001375867e+00,1.974386145245603075e+00,1.979803224981622645e+00,1.971176174060274899e+00,1.983133792525566097e+00,1.981556708654107934e+00,1.968733786882313597e+00,1.981123895103525268e+00,1.976161964679003180e+00
2.871623278268232937e+00,3.002806809422587708e+00,3.009960861834712897e+00,2.799033234409643356e+00,2.963713501172100528e+00,2.977388748186043710e+00,2.855353159310018096e+00,2.964901632275896759e+00,2.960793090223685642e+00
3.536634695556946983e+00,3.957926356708793669e+00,4.040299099011304129e+00,3.630022119037692896e+00,3.835800691874722723e+00,3.947880287653867448e+00,3.577119035080046139e+00,3.858507253534586567e+00,3.816129655190466874e+00
4.386812147516794269e+00,4.626898174653241824e+00,4.845521070481575876e+00,4.235525132393671122e+00,4.737021917751033762e+00,4.830314542317305282e+00,4.206186481048105996e+00,4.700266837898134042e+00,4.787735500791642451e+00
4.423297681694718264e+00,4.867917064527023996e+00,5.249988570588354442e+00,4.471320549385626286e+00,4.906843601399465626e+00,5.139253463851295223e+00,4.522327654792122509e+00,4.931097298313173560e+00,5.223435557813401076e+00
