2.720659551830657996e+00,2.712364969973371842e+00,2.814282995643762497e+00,2.816232748658147766e+00,2.794896441215055649e+00,2.763413507217230780e+00,2.719750781236009551e+00,2.767646913049268242e+00,2.738154771503601204e+00
3.876478849167202867e+00,4.054033828410369189e+00,4.125446916971982958e+00,3.904848435873830681e+00,3.919647091185346710e+00,3.864904788714518702e+00,3.867509979798640529e+00,3.891730188686447711e+00,3.939800796321493159e+00
4.245197728695369932e+00,4.162074546590316615e+00,4.271878375008297368e+00,4.279716968298009405e+00,4.342196007686202286e+00,4.371445698873603902e+00,4.174074502003178644e+00,4.295371068205970921e+00,4.289236463850722991e+00
4.773850001476658278e+00,4.738130386395718929e+00,4.706951209704559602e+00,4.792927473995033161e+00,4.658329244885517362e+00,4.785118657084437288e+00,4.830969336349086873e+00,4.851820073347947293e+00,4.705847532437529956e+00
4.826336481570661974e+00,4.615999630778885532e+00,4.854679646648796698e+00,4.864464712188629747e+00,4.950876372267086545e+00,4.710323522192629397e+00,4.757052079731847627e+00,4.932444588714650635e+00,4.942488991726651015e+00
3.421413608296842934e+00,3.467523067696570926e+00,3.482205815327513054e+00,3.404569598010226628e+00,3.435477839494387897e+00,3.516366414639959803e+00,3.426917335923572949e+00,3.475979389109823181e+00,3.509948444140433388e+00
6.155099736497243512e+00,6.360525404080423328e+00,6.286752833986645861e+00,6.262900457312094993e+00,6.355716527145433226e+00,6.274961162704163264e+00,6.192017592460308251e+00,6.507523645502476306e+00,6.431715465599640247e+00
7.460835053965610086e+00,7.666182109634756436e+00,7.658032835046969744e+00,7.470249653703845638e+00,7.755419758788628215e+00,7.821240946040735942e+00,7.308453478280691584e+00,7.755686643454406060e+00,7.851574998200710809e+00
8.420615020160857611e+00,8.997149333201168275e+00,9.277565457499788337e+00,8.628434872009581369e+00,8.922619492309559419e+00,9.348988051116760900e+00,8.241000121677007684e+00,9.065713808152860764e+00,9.185300660503131098e+00
8.712455886223684942e+00,9.567523021325612831e+00,9.884183820908713614e+00,8.512870288334591251e+00,9.644552742539515222e+00,1.003471425182092069e+01,8.926234479185527704e+00,9.653806609906974145e+00,9.520534177963700273e+00
