2.072070014681600458e+00,2.090309009920495953e+00,2.038516272390705542e+00,2.124157566790546792e+00,2.039564012770020085e+00,2.085906491760165071e+00,2.039639849058095589e+00,2.140631462687505593e+00,2.033696221090578682e+00
2.543750964467334619e+00,2.486669827830880308e+00,2.437806553679252808e+00,2.526244182815445605e+00,2.586172370603387449e+00,2.470929107510129619e+00,2.584982295932511498e+00,2.468522987053007878e+00,2.571617107298394433e+00
2.991488446636483278e+00,2.865103732129901992e+00,2.906251222845335214e+00,2.896897329336086457e+00,3.033590540240229227e+00,2.870456079255602866e+00,2.951025794563085558e+00,2.886720006446346520e+00,2.945903493456722977e+00
2.838398289461025570e+00,2.826378060208647902e+00,2.813929139713829297e+00,2.881246775351377298e+00,2.867256172123828328e+00,2.833680350187385066e+00,2.813290565946072519e+00,2.888338027988052836e+00,2.770666387533480268e+00
2.959733038632893720e+00,2.834815627891522638e+00,2.971462163517773369e+00,2.920214765510987132e+00,2.971421408151746935e+00,3.040184857258302564e+00,2.958987690705370266e+00,2.914431717362357066e+00,3.000711386224738764e+00
2.549717599610329621e+00,2.591154082586503371e+00,2.598564395434659779e+00,2.529644884462891152e+00,2.607986902390235784e+00,2.577851345453967546e+00,2.559713486358464074e+00,2.571570511817292903e+00,2.591950222040647844e+00
4.340996552404392972e+00,4.442305104731147480e+00,4.541997454546958579e+00,4.353473539498273759e+00,4.469657966890127732e+00,4.515037043437768460e+00,4.312155293635715481e+00,4.506344417605737007e+00,4.420147509958029630e+00
5.492436526031184485e+00,5.836863716340285890e+00,5.951829709942169977e+00,5.562352293413568738e+00,5.902874996293562049e+00,5.798319785817548144e+00,5.570979821150895184e+00,5.839814478418462684e+00,5.802579888894390692e+00
5.678154014793183713e+00,6.491925425573654707e+00,6.301300505761723514e+00,5.870856519589111144e+00,6.455449647304924099e+00,6.333742121180327089e+00,5.698842995099940190e+00,6.610013142586898205e+00,6.566972765495455278e+00
6.051898726699567632e+00,6.820625529531961106e+00,6.988434619208679699e+00,6.207588747102976257e+00,6.755849751417697391e+00,6.945017327941786611e+00,6.113522432647628513e+00,6.797085086539266463e+00,7.047461290244410925e+00
